_id,tipo_de_condicionamento,troco,motivo,data_de_inicio,data_de_fim,observacoes,data_de_registo,latitude,longitude,objectid,esriGeometryPolygon
975,Estacionamento,"no lado oposto ao troço compreendido entre o n.º 758 e o n.º 780, numa extensão de aproximadamente 26 metros",Cargas e descargas,1601510400000,1601596800000,das 10 às 16 horas,1605744000000,41.16136,-8.608252,14575,"[[[-39813.52890000028, 166005.2779], [-39787.8853000002, 166000.77989999956], [-39788.17569999951, 165999.07599999924], [-39813.81940000042, 166003.57399999886], [-39813.52890000028, 166005.2779]]]"
976,Estacionamento,"",Eventos e lazer,1559606400000,1559692800000,das 19H00 do dia 4 às 24H00 do dia 5 de junho,1621810800000,41.16251,-8.589407,14814,"[[[-38223.47310000009, 166112.32890000014], [-38215.21200000027, 166131.46000000072], [-38213.3597999998, 166130.49719999908], [-38221.5073999995, 166111.5336000012], [-38223.47310000009, 166112.32890000014]]]"
977,Corte total,entre a Rua de Antero de Quental e a Rua de S. Bras,Obras públicas,1631746800000,1631833200000,"",1629068400000,41.15972,-8.611669,14577,"[[[-40031.99500000012, 165812.27439999965], [-40033.15460000019, 165807.53920000044], [-40150.54409999965, 165831.19109999953], [-40149.60190000012, 165835.17740000022], [-40031.99500000012, 165812.27439999965]]]"
978,Estreitamento,numa extensão aproximadamente 15 metros,Obras particulares,1537920000000,1563840000000,"",1559520000000,41.14305,-8.610834,14578,"[[[-40093.95210000029, 163865.70030000096], [-40094.17399999969, 163865.92359999946], [-40099.25690000041, 163874.7232000009], [-40116.445399999655, 163873.04140000054], [-40116.54659999982, 163874.9294000011], [-40098.13049999995, 163876.71560000064], [-40092.498300000145, 163866.35849999986], [-40093.95210000029, 163865.70030000096]]]"
979,Estacionamento,"nº 891, numa extensão d aproximadamente 25 metros",Bombagem de betão,1635811200000,1635984000000,10H00/16H00. Da 1ª. à 3ª. de 3 bombagens,1629068400000,41.16432,-8.607276,14579,"[[[-39721.91010000003, 166338.03209999923], [-39719.20550000019, 166341.19290000075], [-39717.532499999674, 166319.4318000004], [-39720.4616999999, 166319.1600999997], [-39721.91010000003, 166338.03209999923]]]"
980,Corte total,Em toda a rua,Bombagem de betão,1558051200000,1565049600000,das 08H00 às 12H00,1558137600000,"","",14580,"[[[-39456.02629999999, 163823.1110999998], [-39454.511099999785, 163822.20549999908], [-39464.16249999962, 163817.71499999988], [-39478.14910000005, 163813.19200000033], [-39503.01279999966, 163816.9160999988], [-39527.96009999979, 163815.59320000032], [-39527.9643999999, 163814.8081000002], [-39511.317999999985, 163790.77009999982], [-39507.48840000019, 163780.65420000107], [-39493.88999999969, 163775.86949999954], [-39474.296799999625, 163776.0998000003], [-39474.13650000004, 163774.52859999976], [-39494.34860000021, 163774.35769999845], [-39509.184000000394, 163779.42960000044], [-39512.50360000034, 163790.15960000045], [-39520.10420000004, 163800.46409999966], [-39530.668800000116, 163814.43010000009], [-39531.273699999765, 163817.06939999945], [-39503.01290000051, 163818.64809999996], [-39478.25129999962, 163815.0994000007], [-39466.6901000003, 163818.79429999905], [-39456.02629999999, 163823.1110999998]]]"
981,Estacionamento,"junto ao nº 12, numa extensão de 6,37 metros",Obras particulares,1652742000000,1655852400000,"",1637193600000,"41,1447423551335","-8,62991204248816",14581,"[[[-41632.61729999998, 164165.96460000056], [-41632.547600000165, 164166.94050000046], [-41626.27379999964, 164166.9214999988], [-41626.27379999956, 164165.8948999991], [-41632.61729999998, 164165.96460000056]]]"
982,Corte total,"",Bombagem de betão,1558915200000,1559001600000,das 10H00 às 16H00,1558310400000,"","",14582,"[[[-38074.39389999945, 164511.15310000058], [-38069.64499999957, 164508.8455999995], [-38108.06140000001, 164504.111500001], [-38115.642500000016, 164503.06910000002], [-38114.04629999974, 164506.8740999996], [-38112.33069999986, 164505.8161999999], [-38077.51750000006, 164510.45700000087], [-38074.39389999945, 164511.15310000058]]]"
983,Estreitamento,"junto ao nº. 206, numa extensão aprocximadamente de 10 metros",Obras particulares,1558915200000,1559088000000,"",1558483200000,"","",14583,"[[[-39927.28589999957, 165053.15789999973], [-39927.28940000029, 165052.5142999999], [-39912.428700000106, 165052.59380000058], [-39912.44639999972, 165049.37570000094], [-39927.30620000042, 165049.4571000003], [-39927.28589999957, 165053.15789999973]]]"
984,Estreitamento,Entre a Rua do Cerco do Porto e a Estrada da Circunvalação,Passagem de cabo de fibra ótica,1641772800000,1642032000000,00H às 07H; 21H às 24H,1640649600000,41.16549,-8.568728,14584,"[[[-36564.41280000003, 166434.31450000007], [-36565.79839999978, 166446.53350000092], [-36556.224799999974, 166447.7931999991], [-36541.3603999997, 166448.42300000065], [-36525.74019999983, 166449.3047999997], [-36494.12200000043, 166444.51799999853], [-36455.07149999965, 166446.40750000073], [-36400.778800000415, 166449.808700001], [-36394.732300000294, 166450.81640000065], [-36386.79619999971, 166453.3357999995], [-36384.02489999972, 166447.03730000014], [-36390.70129999983, 166444.76989999932], [-36393.22070000046, 166441.6206999996], [-36397.7555999998, 166440.86490000007], [-36404.431900000185, 166440.10899999828], [-36441.34090000019, 166438.72340000037], [-36474.8487, 166437.7156000006], [-36475.856399999866, 166439.10129999943], [-36498.78280000009, 166438.0934999998], [-36500.672399999545, 166436.83379999915], [-36506.84489999983, 166436.9597999993], [-36507.97859999998, 166437.96759999977], [-36542.49409999977, 166436.70790000097], [-36564.41280000003, 166434.31450000007]]]"
985,Estreitamento,Junto à intyerseção com a Rua de António Galvão e numa extensão de aproximadamente 10 metros,Manutenção de elementos da via pública,1629846000000,1629932400000,Das 10:00 às 16:00,1629068400000,41.15741,-8.666061,14585,"[[[-44661.31549999954, 165589.9222000001], [-44651.479299999795, 165595.0424000006], [-44649.997200000136, 165592.34760000012], [-44659.96800000031, 165587.09270000085], [-44661.31549999954, 165589.9222000001]]]"
986,Estacionamento,nº 68 numa extensão de aproximadamente 5 metros,Cargas e descargas,1640736000000,1653865200000,"",1645056000000,41.14329,-8.612949,14586,"[[[-40204.05520000027, 163998.52169999984], [-40207.61280000022, 163995.02470000097], [-40208.24089999959, 163995.6227999999], [-40204.659799999616, 163999.07929999896], [-40204.06809999979, 163998.51400000008], [-40204.05520000027, 163998.52169999984]]]"
987,Estreitamento,entre o n.º 90 e o n.º 297,Passagem de cabo de fibra ótica,1665097200000,1665097200000,das 00h às 07h e das 21h às 24h,1660258800000,41.16952,-8.586992,14587,"[[[-38051.30640000009, 166803.3834000001], [-38028.62920000028, 166861.7140999995], [-38014.1410999997, 166898.6274999998], [-38014.47180000046, 166902.42280000044], [-38016.56630000013, 166905.4620999988], [-38014.20409999977, 166914.31249999948], [-38010.23560000032, 166915.1313999999], [-38006.5820000004, 166918.78490000093], [-37976.84970000019, 166996.0131999998], [-37971.93640000002, 166994.24950000044], [-38002.42449999973, 166915.76129999923], [-38002.29849999958, 166911.85579999897], [-38000.21980000008, 166909.0210999994], [-38003.79459999966, 166900.31249999997], [-38007.369400000214, 166899.9188000004], [-38008.975700000265, 166898.12350000092], [-38031.02290000017, 166841.43060000078], [-38046.519000000284, 166801.36770000044], [-38051.30640000009, 166803.3834000001]]]"
988,Alteração de sentidos,"",Obras públicas,1594598400000,1596931200000,"",1593475200000,41.16365,-8.662261,14588,"[[[-44383.29999999991, 166302.08999999976], [-44379.6500000003, 166307.90999999974], [-44370.521300000124, 166301.94710000049], [-44364.277099999585, 166297.8681999999], [-44360.444000000156, 166295.36449999956], [-44354.024199999905, 166291.171], [-44351.15110000017, 166289.29419999928], [-44348.190000000395, 166287.35999999952], [-44345.61000000036, 166286.14000000022], [-44344.269999999524, 166285.6400000011], [-44342.90000000039, 166285.2300000002], [-44341.552899999544, 166284.91570000057], [-44334.120900000395, 166283.18139999927], [-44325.93319999979, 166281.27089999992], [-44319.59559999981, 166279.79209999958], [-44310.14639999993, 166277.5872000006], [-44304.2001999999, 166276.2241999993], [-44300.9041999998, 166275.47139999992], [-44296.74789999979, 166274.52229999902], [-44286.14609999954, 166272.1010999999], [-44283.12000000005, 166271.4100000005], [-44282.01999999957, 166271.2300000009], [-44280.95999999994, 166271.2899999991], [-44279.90000000044, 166271.5600000007], [-44279.00999999991, 166271.99000000002], [-44281.26999999956, 166262.35999999972], [-44281.95999999996, 166263.26000000027], [-44282.70000000015, 166263.90000000058], [-44283.61000000034, 166264.43999999957], [-44287.665699999736, 166265.52409999975], [-44292.31039999988, 166266.61950000015], [-44296.534900000355, 166267.61580000087], [-44301.7640000003, 166268.8489999991], [-44305.58999999988, 166269.75129999977], [-44315.73170000035, 166272.14299999917], [-44325.204800000414, 166274.3771000012], [-44330.460500000016, 166275.61659999943], [-44339.22350000025, 166277.6831999997], [-44345.74000000028, 166279.26000000013], [-44349.88999999964, 166280.66999999995], [-44351.91000000017, 166281.5199999998], [-44355.59709999972, 166283.9513000011], [-44359.10830000048, 166286.26679999926], [-44363.423899999776, 166289.11260000055], [-44372.02900000015, 166294.7870000006], [-44377.62860000044, 166298.4795999998], [-44383.29999999991, 166302.08999999976]]]"
989,Estacionamento,"","",1594598400000,1596931200000,"",1593475200000,41.16237,-8.653773,14589,"[[[-43634.701700000034, 166139.26229999997], [-43607.06599999969, 166139.26229999962], [-43607.06599999957, 166132.43280000077], [-43634.70170000015, 166132.4328000006], [-43634.701700000034, 166139.26229999997]]]"
990,Estreitamento,Entre a Estrada da Circunvalação  e numa extensão de aproximadamente 10 metros para Sul,Manutenção de elementos da via pública,1629846000000,1629932400000,Das 10:00 às 16:00,1629068400000,41.17850,-8.630472,14590,"[[[-41663.12870000026, 167918.96619999962], [-41643.932799999544, 167921.25620000015], [-41647.13229999965, 167919.47150000004], [-41648.32789999991, 167917.16469999947], [-41648.35730000029, 167914.93779999894], [-41645.759899999975, 167906.1773999997], [-41652.5543, 167904.95659999896], [-41655.989299999594, 167914.65559999956], [-41656.999599999705, 167916.33950000012], [-41658.818099999844, 167917.95590000026], [-41660.099999999475, 167918.47000000093], [-41663.12870000026, 167918.96619999962]]]"
991,Estacionamento,"entre o n.º 137A e a Travessa de S. Pedro, em ambos os lados",Eventos e lazer,1654470000000,1657062000000,"",1655247600000,41.14284,-8.622362,14602,"[[[-41008.086900000424, 163957.61480000083], [-40989.51999999962, 163949.18000000002], [-40982.1100000003, 163949.73999999967], [-40981.87449999987, 163948.5412000008], [-40989.68780000039, 163948.03710000048], [-41007.2423, 163956.2112000008], [-41008.69969999982, 163952.7629000004], [-41009.75629999961, 163953.19329999894], [-41008.59100000006, 163956.60659999942], [-41008.086900000424, 163957.61480000083]]]"
992,Estacionamento,nº 192 numa extensão de 5 metros,Obras particulares,1635116400000,1637625600000,"",1632697200000,41.14348,-8.598987,14633,"[[[-39032.26020000026, 164008.45230000032], [-39037.26319999994, 164013.6477000006], [-39035.53139999992, 164015.3795000005], [-39030.33600000013, 164010.28030000077], [-39032.26020000026, 164008.45230000032]]]"
993,Estacionamento,Ambos os lados e sentidos,Eventos e lazer,1653087600000,1653174000000,Das 00H00 do dia 21/05/2022 às 14H00 do dia 22/05/2022,1652569200000,41.16217,-8.587443,14634,"[[[-38111.30999999961, 166106.74], [-38108.66999999992, 166107.75999999995], [-37997.71999999973, 166059.52000000028], [-37996.75000000019, 166056.96000000084], [-38111.30999999961, 166106.74]]]"
994,Corte total,No troço compreendido entre a Rua do Montebelo e a Rua de Raúl Brandão,Obras públicas,1630450800000,1630623600000,"",1628982000000,41.14753,-8.668491,14591,"[[[-44894.835599999875, 164530.67210000035], [-44891.923999999606, 164534.54500000048], [-44891.68699999993, 164533.24799999956], [-44891.566999999915, 164532.85600000058], [-44889.848000000195, 164531.27899999951], [-44888.13999999967, 164529.89999999985], [-44880.98000000045, 164522.2599999996], [-44880.63999999965, 164522.75000000006], [-44878.019999999604, 164519.90000000052], [-44872.63999999967, 164517.19999999885], [-44866.79000000022, 164515.47000000023], [-44865.37220000009, 164514.9896000008], [-44865.33000000006, 164512.6700000002], [-44863.580000000235, 164510.39999999985], [-44861.66999999997, 164508.76999999842], [-44860.67999999975, 164508.28999999914], [-44859.83, 164508.01999999915], [-44858.53000000032, 164501.71000000098], [-44857.0199999995, 164496.10999999967], [-44856.03000000027, 164496.24000000014], [-44855.480600000425, 164493.41789999974], [-44854.86000000028, 164490.23000000053], [-44854.58000000007, 164488.80000000083], [-44851.79899999961, 164488.99960000094], [-44851.660000000185, 164482.9800000007], [-44849.92800000021, 164478.7400000004], [-44849.74000000028, 164476.89650000026], [-44849.648299999506, 164475.997099999], [-44849.5190000003, 164474.7290000002], [-44849.633999999576, 164474.61700000064], [-44849.70799999979, 164474.46199999942], [-44849.67499999997, 164474.13600000064], [-44848.73330000049, 164472.1593999992], [-44845.35400000015, 164465.50599999886], [-44850.271999999924, 164464.19400000008], [-44850.75540000019, 164466.027899999], [-44851.34049999994, 164468.2256000009], [-44852.49399999993, 164472.55799999976], [-44853.76300000014, 164476.4690000006], [-44855.11299999995, 164480.61700000055], [-44856.87260000041, 164485.9999999999], [-44857.538700000434, 164488.01920000085], [-44858.43700000001, 164490.8239999992], [-44860.523099999846, 164497.37289999946], [-44861.684000000394, 164501.01740000022], [-44862.7510000001, 164504.36699999956], [-44865.56869999973, 164506.40310000116], [-44866.474999999584, 164506.9509999994], [-44866.798999999606, 164506.95900000056], [-44867.29999999976, 164506.75400000074], [-44867.635999999926, 164506.25799999986], [-44867.792299999826, 164505.7031999994], [-44868.21899999949, 164504.18799999965], [-44868.43599999971, 164502.8576999999], [-44868.742999999726, 164500.6119999995], [-44867.85500000041, 164497.55199999872], [-44869.22499999964, 164497.29900000055], [-44870.04659999994, 164493.96820000026], [-44870.526999999754, 164492.02099999945], [-44870.91000000009, 164491.84600000046], [-44871.32899999977, 164491.3770000001], [-44871.459999999934, 164490.97599999944], [-44871.399000000194, 164490.34999999971], [-44871.12700000038, 164489.03700000086], [-44870.82100000035, 164487.82000000088], [-44871.482999999964, 164487.65599999955], [-44871.201299999826, 164485.9896000011], [-44870.4699999997, 164481.94499999986], [-44869.54700000014, 164477.14299999885], [-44869.20299999969, 164475.5799999995], [-44866.86600000026, 164476.08400000128], [-44866.58200000047, 164475.20900000044], [-44866.38599999999, 164475.24999999942], [-44865.80200000018, 164473.55299999908], [-44865.327999999594, 164472.1760000014], [-44864.298999999555, 164472.39100000038], [-44863.4390000002, 164469.68500000038], [-44861.143000000135, 164466.28800000032], [-44858.38250000025, 164462.24980000086], [-44861.389999999534, 164461.74000000046], [-44864.849999999424, 164468.85999999943], [-44865.29000000018, 164468.76999999897], [-44865.570000000276, 164470.1099999991], [-44868.16999999998, 164470.3599999996], [-44867.620000000294, 164471.92999999985], [-44873.79000000005, 164475.0299999998], [-44874.259999999726, 164473.8299999998], [-44875.1876999996, 164474.24200000073], [-44875.32000000026, 164475.22000000053], [-44874.15000000041, 164479.4499999991], [-44874.355100000146, 164483.23480000018], [-44874.450000000135, 164485.5299999984], [-44874.08000000003, 164488.00000000122], [-44873.599999999584, 164491.97000000023], [-44873.25999999978, 164493.6500000009], [-44871.28999999999, 164498.58], [-44870.629999999925, 164499.97999999986], [-44870.58999999997, 164501.6799999987], [-44870.410000000134, 164503.3200000006], [-44869.79000000007, 164506.1099999991], [-44868.79000000008, 164508.8000000013], [-44871.41100000025, 164510.9590000006], [-44877.43200000006, 164515.91499999916], [-44877.2510000001, 164516.16799999954], [-44877.237999999896, 164516.28900000066], [-44877.34499999971, 164516.4920000009], [-44878.7925000005, 164517.66210000124], [-44881.13430000008, 164519.4835000001], [-44883.44330000036, 164521.34659999935], [-44884.575600000084, 164522.248099999], [-44888.56070000021, 164525.60189999975], [-44892.274699999994, 164528.6151000006], [-44893.4299999997, 164529.5465999992], [-44894.835599999875, 164530.67210000035]]]"
